video_id,title,channel_title,channel_id,published_at,duration,view_count,like_count,comment_count,month,is_short,ideology_group,populism_group,subscribers,views_per_subscriber,has_keyword,log_views_per_subscriber
gbCx3EmQPCk,Der Terrorangriff der Hamas - TE Wecker am 28 10 2023,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-27 23:00:27,0 days 00:14:58,25005.0,2876.0,184.0,2023-10,False,right,high,343000.0,0.07290087463556852,True,0.0703660778672109
C6bta7nTOI4,"Der Kulturkampf ist da: Neukölln, Migration und Israel - Redaktionsschluss mit David Boos",Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-22 12:00:10,0 days 00:26:43,32950.0,3404.0,237.0,2023-10,False,right,high,343000.0,0.09606413994169097,True,0.091725708658096
eK8o_-9P48o,Weitere gewalttätige pro-Palästinenser Demonstrationen  - TE Wecker am 19 10 2023,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-19 00:43:44,0 days 00:15:26,33738.0,3997.0,232.0,2023-10,False,right,high,343000.0,0.09836151603498543,True,0.09381953847308107
tO0FZqqQHUo,Gaza: viele Tote nach Raketentreffer auf Krankenhaus - TE Wecker am 18 10 2023,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-18 00:18:41,0 days 00:13:54,32442.0,3888.0,187.0,2023-10,False,right,high,343000.0,0.09458309037900875,True,0.09037355138892285
CoARLcA0ht4,TE-Spezial: Interview mit Michael Wolffsohn zu Israel,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-17 16:15:01,0 days 00:38:51,57486.0,3238.0,411.0,2023-10,False,right,high,343000.0,0.16759766763848397,True,0.1549483624268689
-lduw6ed1_o,"Der Waffendeal, der Israel auf die Beine half - TE Wecker am 14 10 2023",Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-13 23:00:00,0 days 00:17:45,32183.0,3442.0,216.0,2023-10,False,right,high,343000.0,0.09382798833819242,True,0.08968345977119482
Jr82agKL9o8,Hamas: Anschläge am Tag des Zorns; Angriff auf Chrupalla; Sandmännchen für Propaganda missbraucht,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-13 19:46:22,0 days 00:00:59,7355.0,913.0,10.0,2023-10,True,right,high,343000.0,0.021443148688046646,True,0.02121647899160978
GNMfQO2UO4c,Ballweg: Opfer einer willkürlichen Justiz - Deutschland finanziert Hamas und will es nicht wahrhaben,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-11 18:19:48,0 days 00:00:58,11759.0,1318.0,28.0,2023-10,True,right,high,343000.0,0.03428279883381924,True,0.033708238531258004
PqIG4cN8M94,Jetzt läßt auch Auswärtiges Amt Deutsche aus Israel ausfliegen - TE Wecker am 11 10 2023,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-10 23:35:31,0 days 00:15:07,34558.0,4044.0,263.0,2023-10,False,right,high,343000.0,0.10075218658892128,True,0.09599375210546317
Qq7MlmGILec,Bürger sitzen in Israel fest: Keine Evakuierung durch Bundesregierung - Der Tag 10. Oktober,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-10 19:25:18,0 days 00:01:00,7607.0,1111.0,54.0,2023-10,False,right,high,343000.0,0.02217784256559767,True,0.021935490894841456
iRr-5J8p_ag,Kriegszustand in Israel - TE Wecker am 08 10 2023,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-07 23:51:11,0 days 00:19:14,30091.0,3260.0,362.0,2023-10,False,right,high,343000.0,0.08772886297376094,True,0.08409191055098267
HiIYIx4gtUg,Terrorangriff auf Israel - TE Wecker Sondersendung 07 10 2023,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-07 17:24:53,0 days 00:17:10,25328.0,2971.0,528.0,2023-10,False,right,high,343000.0,0.07384256559766764,True,0.07124339837496357
bw_fDVr_ZSY,"Der Nahost-Konflikt mitten in Europa - Weltwoche Daily DE, 22.11.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-22 05:21:09,0 days 00:20:34,55208.0,5180.0,382.0,2023-11,False,right,high,451000.0,0.12241241685144125,True,0.11548031251349063
9lhlhCTd4CU,«Viele fordern Netanjahus Rücktritt»: Pierre Heumann über Vertrauensverlust der Regierung Israels,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-16 16:45:00,0 days 00:16:10,4512.0,418.0,37.0,2023-11,False,right,high,451000.0,0.010004434589800444,True,0.009954721526499798
Mc4-WSPtljA,Deutschlands Verantwortung gegenüber Israel ist nicht blinde Gefolgschaft - Weltwoche Daily DE,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-16 05:25:50,0 days 00:25:35,51578.0,4788.0,543.0,2023-11,False,right,high,451000.0,0.11436363636363636,True,0.10828351226516947
oH48GIiBmx4,"Westliche Doppelmoral bei Russland, Israel und Hamas - Weltwoche Daily CH, 16.11.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-16 05:21:54,0 days 00:25:55,21747.0,1832.0,240.0,2023-11,False,right,high,451000.0,0.04821951219512195,True,0.047093022166996276
yZ9r9ddXRSQ,"Angriff auf Al-Schifa-Spital in Gaza: Tut Israel wirklich alles, um Zivilisten zu schonen?",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-15 16:50:00,0 days 00:27:11,5537.0,480.0,157.0,2023-11,False,right,high,451000.0,0.012277161862527716,True,0.012202408726493029
ANg7GPLCVfE,«Israels Krieg ist im Einklang mit dem Völkerrecht»: Pierre Heumann über Netanjahus Gegenangriff,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-13 15:00:07,0 days 00:16:20,5684.0,479.0,286.0,2023-11,False,right,high,451000.0,0.01260310421286031,True,0.012524346135443624
JPzI5m4t35I,Pierre Heumann: «US-Medien haben ganz klar Pro-Hamas-Journalisten eingesetzt»,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-09 14:00:11,0 days 00:23:13,7159.0,432.0,90.0,2023-11,False,right,high,451000.0,0.015873614190687363,True,0.015748945936923598
hcJ2hgLYZ04,"Israel: militärische Erfolge, ungelöste Probleme - Weltwoche Daily DE, 09.11.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-09 06:00:13,0 days 00:22:31,48078.0,4511.0,551.0,2023-11,False,right,high,451000.0,0.10660310421286032,True,0.10129505665854537
rW6zOtgLW3Y,Weltwoche-Korrespondent Heumann über die «Unzufriedenheit der Palästinenser mit der Hamas-Diktatur»,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-08 17:00:49,0 days 00:31:40,8637.0,691.0,127.0,2023-11,False,right,high,451000.0,0.019150776053215076,True,0.018969708018356932
O6NFJZ4an6o,"Flüchtlingshilfe: Uno-Mitarbeiter jubeln über Hamas-Terror - Weltwoche Daily CH, 08.11.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-08 05:01:02,0 days 00:23:36,23275.0,2058.0,326.0,2023-11,False,right,high,451000.0,0.05160753880266075,True,0.050319982735930725
97mwAuDdaDk,Daily-Spezial mit Pierre Heumann: «Die Hamas haben sich im grössten Spital von Gaza einquartiert»,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-07 15:03:45,0 days 00:37:32,12122.0,1025.0,233.0,2023-11,False,right,high,451000.0,0.026878048780487804,True,0.02652317879389886
I-G-K8N2WZg,"«Hamas zwingt palästinensische Zivilisten, in ihren Häusern zu bleiben» – Daily-Spezial",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-06 16:53:34,0 days 00:24:36,14241.0,1297.0,317.0,2023-11,False,right,high,451000.0,0.03157649667405765,True,0.03108821139410179
zzr5kxb0TbM,"Lanz über Nahost: Genialität, Widersprüche, Heuchelei - Weltwoche Daily DE, 03.11.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-03 05:30:14,0 days 00:27:47,97700.0,6768.0,926.0,2023-11,False,right,high,451000.0,0.21662971175166298,True,0.19608450456225135
yOM96WOb_-Y,«Die Kriegsverbrechen wurden von der Hamas begangen»: Korrespondent Heumann kontert Jeffrey Sachs,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-02 12:10:00,0 days 00:53:11,18995.0,1375.0,514.0,2023-11,False,right,high,451000.0,0.04211751662971175,True,0.04125471684696649
kpOJgfvxyxY,«Israel begeht Kriegsverbrechen»: US-Professor Jeffrey Sachs über die Nahost-Eskalation,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-01 17:00:41,0 days 00:37:13,40804.0,2774.0,657.0,2023-11,False,right,high,451000.0,0.09047450110864745,True,0.08661292363389395
myV8FNLu4jw,"Israels Labyrinth-Krieg: Über 8000 Tote, fast die Hälfte Kinder - Weltwoche Daily CH, 01.11.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-11-01 07:08:36,0 days 00:24:21,18904.0,1505.0,372.0,2023-11,False,right,high,451000.0,0.04191574279379157,True,0.041061079019318325
WnXr02OfFvo,Update aus Nahost: Netanjahu vergleicht Hamas mit Hitler-Deutschland,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-31 10:30:10,0 days 00:26:24,6229.0,385.0,82.0,2023-10,False,right,high,451000.0,0.013811529933481153,True,0.013717019977710633
0rdwCZuWkos,"Katastrophe in Gaza: Jordaniens Königin geisselt scharf den Westen und Israel - Daily DE, 31.10.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-31 06:13:59,0 days 00:26:13,79226.0,6290.0,784.0,2023-10,False,right,high,451000.0,0.17566740576496673,True,0.16183599124874917
KX-Q-dmxBkM,"Israel verschärft Bodenoffensive: Kann das gutgehen? - Weltwoche Daily CH, 31.10.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-31 05:30:05,0 days 00:21:58,23856.0,1777.0,221.0,2023-10,False,right,high,451000.0,0.05289578713968958,True,0.051544260675582126
hQKB28x8WIM,Krieg in Nahost: Pierre Heumann über die kontroverse Uno-Resolution und Israels Bodenoffensive,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-30 11:02:15,0 days 00:22:02,8911.0,671.0,85.0,2023-10,False,right,high,451000.0,0.01975831485587583,True,0.019565653000259496
oU-82XCVd68,"Uno: Schweiz stimmt mit Israel-Kritikern, statt Neutralität zu pflegen - Daily CH, 30.10.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-30 05:26:28,0 days 00:22:38,17435.0,1397.0,307.0,2023-10,False,right,high,451000.0,0.03865853658536585,True,0.037930011888736404
H7OhZTAQlRQ,Bombt sich Israel in den Untergang? – Die neue Ausgabe von Weltwoche Deutschland,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-28 09:07:09,0 days 00:24:42,70193.0,5198.0,1047.0,2023-10,False,right,high,451000.0,0.15563858093126387,True,0.14465307511292474
JQ-7u5fhkMk,«Wir müssen Israel vor sich selber schützen»: US-Colonel MacGregor über Gefahr eines 3. Weltkriegs,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-27 10:00:59,0 days 00:57:44,64211.0,3283.0,446.0,2023-10,False,right,high,451000.0,0.14237472283813749,True,0.13310918599121463
f-Xezp6CKE0,"Ukraine-Waffen für Hamas-Terroristen - Weltwoche Daily CH, 25.10.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-25 03:55:13,0 days 00:24:40,23167.0,1790.0,311.0,2023-10,False,right,high,451000.0,0.05136807095343681,True,0.050092240817148574
5jNuACNAtO4,Israels gerechter Krieg gegen die Hamas – die neue Weltwoche Deutschland,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-21 07:30:00,0 days 00:24:06,43579.0,3224.0,1139.0,2023-10,False,right,high,451000.0,0.09662749445676275,True,0.09223955613088208
3kNBTzsbDEI,«Israel ist in einem Schockzustand»: Korrespondent Pierre Heumann über die Bestialität der Hamas,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-20 11:25:00,0 days 01:01:06,27883.0,2017.0,690.0,2023-10,False,right,high,451000.0,0.061824833702882484,True,0.059988969199528515
2IzZ-2Omp8o,Daily Spezial: Israels Iron Dome und Iron Wall von Terroristen geknackt,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-19 09:00:01,0 days 00:09:38,28438.0,2582.0,247.0,2023-10,False,right,high,451000.0,0.06305543237250555,True,0.0611472451050949
PEVbqgi23po,"Putin und Hamas: Die wirre Welt des Roderich Kiesewetter - Weltwoche Daily DE, 19.10.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-19 05:03:53,0 days 00:29:59,83883.0,6721.0,954.0,2023-10,False,right,high,451000.0,0.18599334811529933,True,0.1705806918880507
OpC3u3H38TQ,"Schweizer Missverständnisse zur Killer-Brigade Hamas - Weltwoche Daily CH, 19.10.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-19 04:30:06,0 days 00:22:57,16073.0,1335.0,244.0,2023-10,False,right,high,451000.0,0.03563858093126386,True,0.035018222866491054
pdF3DKdrcsQ,"Daily Spezial: Prof. John J. Mearsheimer über Israel, Gaza und die Ukraine, die von den Amerikanern",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-18 09:04:50,0 days 00:16:32,36979.0,2778.0,230.0,2023-10,False,right,high,451000.0,0.08199334811529933,True,0.07880503263764664
DuZnXDSNGlQ,"Nahost: Militärisch wird sich der Konflikt nicht beheben lassen - Weltwoche Daily DE, 16.10.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-16 03:30:04,0 days 00:25:37,73674.0,5753.0,729.0,2023-10,False,right,high,451000.0,0.1633569844789357,True,0.1513097778372168
2SqCJ3mh1E4,"Israel und Hamas: Das Frankenstein-Problem der Araber - Weltwoche Daily CH, 11.10.2023",DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-11 04:49:00,0 days 00:23:51,32971.0,2178.0,547.0,2023-10,False,right,high,451000.0,0.07310643015521065,True,0.07055764806346503
122KkcUzn2w,Terrorangriff auf Israel: Hamas-Verbrecher führen Geiseln wie Trophäen vor - Weltwoche Daily CH,DIE WELTWOCHE,UCq-b0dwW97YRZWgSCikWQRA,2023-10-09 03:49:42,0 days 00:24:45,34465.0,2086.0,658.0,2023-10,False,right,high,451000.0,0.0764190687361419,True,0.0736398550018287
nbLfC3rb1LM,"Krise in Nahost & Fed überrascht: Das musst Du jetzt über Aktien, Anleihen & Öl wissen + neue Aktie",Mario Lochner,UCWFnsgnkOAc0D7OweruB3hA,2023-10-10 12:46:05,0 days 00:18:19,38412.0,1519.0,154.0,2023-10,False,right,moderate,293000.0,0.131098976109215,True,0.12318970533793336
VZ-6Y4mwhUk,Free Palästina Demo Leipzig 11.11.23,Weichreite TV,UCyw8Tkb44AGA2eB8K9fRioQ,2023-11-11 16:07:45,0 days 00:48:04,13532.0,962.0,323.0,2023-11,False,right,moderate,249000.0,0.054345381526104415,True,0.05292008289909391
pPfdLd24vpE,"Israel , Palästina Demo Dresden 14.10.23",Weichreite TV,UCyw8Tkb44AGA2eB8K9fRioQ,2023-10-14 17:11:37,0 days 01:47:59,19302.0,903.0,304.0,2023-10,False,right,moderate,249000.0,0.07751807228915662,True,0.07466031528124167
_mL0GZwzk7s,Israel Verbaerbockt 🙈 #shortsfeed #satire #comedy #baerbock  #diegrünen,Der Medienfuzzi,UC1RF0nztcvsH2Vjhh2xDt8g,2023-11-13 13:16:03,0 days 00:00:17,74951.0,4214.0,285.0,2023-11,True,right,high,122000.0,0.6143524590163935,True,0.47893392210158825
oQkByKNBzQc,Hat Israel die Hamas absichtlich eindringen lassen (Strategem 34)? Vermutlich nicht! Prof. Dr. Rieck,Prof. Dr. Christian Rieck,UCSExr_QUT6h-4sGW5hGjrCA,2023-10-21 07:15:02,0 days 00:16:39,257615.0,10080.0,2372.0,2023-10,False,right,moderate,555000.0,0.4641711711711712,True,0.3812893289033735
Yqny2B2gQKM,Hamas greift Israel an: spieltheoretische Überlegungen | Prof. Dr. Christian Rieck,Prof. Dr. Christian Rieck,UCSExr_QUT6h-4sGW5hGjrCA,2023-10-14 07:15:00,0 days 00:19:02,342455.0,16638.0,1676.0,2023-10,False,right,moderate,555000.0,0.6170360360360361,True,0.48059486608321794
HgsNdZbGt0M,Iddo Netanyahu: We're ready to die.,JUNGE FREIHEIT,UCXJBRgiZRZvfilIGQ4wN5CQ,2023-11-06 15:03:43,0 days 00:00:50,1976.0,87.0,3.0,2023-11,True,right,high,212000.0,0.009320754716981131,True,0.009277584527899677
_cvPwTwpzCU,👮‍♀️👮‍♂️Wildplakatierung mit vermissten Geiseln aus Israel entfernt die Berliner Polizei persönlich.,JUNGE FREIHEIT,UCXJBRgiZRZvfilIGQ4wN5CQ,2023-11-03 09:21:40,0 days 00:00:39,5037.0,216.0,11.0,2023-11,True,right,high,212000.0,0.02375943396226415,True,0.023481571246238047
f1QsZfwNqL8,Schriftsteller Iddo Netanjahu: Hamas bedroht Europa und den Westen | EN mit dt. UT,JUNGE FREIHEIT,UCXJBRgiZRZvfilIGQ4wN5CQ,2023-10-26 15:21:06,0 days 00:29:30,9260.0,335.0,165.0,2023-10,False,right,high,212000.0,0.04367924528301887,True,0.04275220593475237
sCxpDkAEb-c,Israel: Warum evakuiert die deutsche Luftwaffe keine Bürger? #jungefreiheit #evakuierung,JUNGE FREIHEIT,UCXJBRgiZRZvfilIGQ4wN5CQ,2023-10-17 17:52:11,0 days 00:00:51,11131.0,557.0,104.0,2023-10,True,right,high,212000.0,0.05250471698113208,True,0.051172768256643686
JodOw77xabE,Schande der Medien #politik #gaza,Flavio von Witzleben,UCOnyot4cXF5C7OmNXL_kbeA,2023-11-27 11:48:45,0 days 00:00:50,1338.0,181.0,9.0,2023-11,True,right,high,185000.0,0.007232432432432432,True,0.007206403817769959
ogRqlb6hHMQ,Wer profitiert vom Krieg in Israel? // Nahostexpertin Karin Leukefeld,Flavio von Witzleben,UCOnyot4cXF5C7OmNXL_kbeA,2023-10-24 10:09:36,0 days 00:44:57,33458.0,2676.0,515.0,2023-10,False,right,high,185000.0,0.18085405405405405,True,0.1662379513011158
ObrhXxdx60A,Sprachregelung bei NAHOST: ARD-internes Papier gibt Anweisungen,Massengeschmack-TV,UCj089h5WsDdh1q8t54K3ZCw,2023-11-24 14:37:25,0 days 00:05:49,11557.0,715.0,251.0,2023-11,False,right,moderate,152000.0,0.0760328947368421,True,0.07328103258906725
eQlfJivGGZA,Der PALÄSTINA-Konflikt in 15 Minuten erklärt | Wissen ist Olli,Massengeschmack-TV,UCj089h5WsDdh1q8t54K3ZCw,2023-11-13 13:48:12,0 days 00:14:01,6378.0,406.0,193.0,2023-11,False,right,moderate,152000.0,0.041960526315789476,True,0.04110405999920533
vYOY79qBuNQ,Ein interessantes Detail! #gaza #israel #palästina,COMPACT-TV,UCgvFsn6bRKqND1cW3HpzDrA,2023-11-19 11:38:28,0 days 00:00:43,9334.0,1324.0,38.0,2023-11,True,right,high,581000.0,0.016065404475043028,True,0.015937721567652087
nicmAtUzQS0,Sie eskaliert mal wieder #baerbock #gaza #israel,COMPACT-TV,UCgvFsn6bRKqND1cW3HpzDrA,2023-10-28 09:51:55,0 days 00:00:58,183942.0,7907.0,930.0,2023-10,True,right,high,581000.0,0.31659552495697074,True,0.27504925710690703
JFTIOEsydvU,Greta Thunberg Skandal! #gretathunberg #gaza #israel,COMPACT-TV,UCgvFsn6bRKqND1cW3HpzDrA,2023-10-27 15:21:14,0 days 00:00:47,12795.0,1559.0,75.0,2023-10,True,right,high,581000.0,0.0220223752151463,True,0.02178338509874689
MWeFqK_2EC8,Gaza: Baerbock gegen Waffenruhe!,COMPACT-TV,UCgvFsn6bRKqND1cW3HpzDrA,2023-10-26 17:58:00,0 days 00:22:52,43806.0,5930.0,1056.0,2023-10,False,right,high,581000.0,0.07539759036144578,True,0.07269044470043912
ktSREYsF3vU,Wir wollen Frieden! #chrupalla #bundestag #gaza #israel #palästina,COMPACT-TV,UCgvFsn6bRKqND1cW3HpzDrA,2023-10-22 10:24:21,0 days 00:00:40,61355.0,6586.0,176.0,2023-10,True,right,high,581000.0,0.10560240963855422,True,0.10039035351383745
aoSmc8QElzE,Mahnende Worte! #chrupalla #bundestag #israel,COMPACT-TV,UCgvFsn6bRKqND1cW3HpzDrA,2023-10-22 10:24:12,0 days 00:00:16,37596.0,2961.0,138.0,2023-10,True,right,high,581000.0,0.0647091222030981,True,0.06270163716412028
ZWDir3cSm3c,Oberstes Ziel.... #chrupalla #bundestag #gaza #israel,COMPACT-TV,UCgvFsn6bRKqND1cW3HpzDrA,2023-10-22 10:22:06,0 days 00:00:31,8829.0,1025.0,25.0,2023-10,True,right,high,581000.0,0.015196213425129088,True,0.015081907530400323
wq45Jy8ZHxI,Wer hat die Hamas gegründet? #hamas #gaza #israel #mossad #usa,COMPACT-TV,UCgvFsn6bRKqND1cW3HpzDrA,2023-10-21 09:08:20,0 days 00:00:27,6553.0,911.0,29.0,2023-10,True,right,high,581000.0,0.011278829604130809,True,0.011215697863433384
PAZV8K0UeVs,Wer hat die Hamas gegründet? #hamas #gaza #israel #palästina #mossad,COMPACT-TV,UCgvFsn6bRKqND1cW3HpzDrA,2023-10-21 08:46:29,0 days 00:00:27,4600.0,766.0,34.0,2023-10,True,right,high,581000.0,0.007917383820998278,True,0.007886205795190573
4nMxZYG1n-c,Wir haben immer noch Platz! #gaza #palästina #humzayousaf,COMPACT-TV,UCgvFsn6bRKqND1cW3HpzDrA,2023-10-20 15:44:38,0 days 00:00:42,35424.0,1947.0,397.0,2023-10,True,right,high,581000.0,0.06097074010327022,True,0.05918428159207518
M2aXINJcKYk,Nogo Area: Berlin Neukölln #berlin #neukölln #hamas #israel ##palästina #gaza,COMPACT-TV,UCgvFsn6bRKqND1cW3HpzDrA,2023-10-20 15:44:08,0 days 00:00:50,14838.0,1762.0,233.0,2023-10,True,right,high,581000.0,0.025538726333907056,True,0.0252180611853027
r2oMRTrs-AE,Gaza Flüchtlinge für Europa #gaza #palästina #flüchtlinge #humzayousaf,COMPACT-TV,UCgvFsn6bRKqND1cW3HpzDrA,2023-10-20 15:40:03,0 days 00:00:24,14920.0,993.0,172.0,2023-10,True,right,high,581000.0,0.02567986230636833,True,0.025355673016109633
